@relation 'mushrooms-weka.filters.unsupervised.attribute.Copy-R8,9,19-weka.filters.unsupervised.attribute.OrdinalToNumeric-R24,25-weka.filters.unsupervised.attribute.RenameNominalValues-R26-No:1,t:2,n:0-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size numeric
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute spore-print-color {k,n,u,h,w,r,o,y,b}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}
@attribute gill-spacing-num numeric
@attribute gill-size-num numeric
@attribute ring-number-num numeric
@attribute class {p,e}

@data
x,f,n,t,n,f,c,3.13532952416416,p,t,b,s,s,g,p,p,w,o,p,n,y,d,1,1,1,e
b,y,w,t,l,f,c,3.04714604915641,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,y,t,l,f,c,4.23309599425103,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
f,y,n,t,a,f,c,3.59392723520728,p,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
x,f,w,f,n,f,w,2.97596880912374,n,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,s,y,t,l,f,c,2.12395070827325,w,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,y,y,t,l,f,c,2.87228137513484,n,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
b,s,y,t,a,f,c,3.23410086330624,g,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
x,y,w,t,a,f,c,3.09268580635569,k,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,y,y,t,l,f,c,3.38946681609596,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,w,t,a,f,c,4.06681533852461,w,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
b,y,y,t,a,f,c,4.168029664147,n,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,y,n,t,l,f,c,3.44665597695332,p,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
b,y,w,t,l,f,c,2.81010129181248,k,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,s,y,t,a,f,c,3.48829439063794,n,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
b,s,y,t,l,f,c,4.13141079111393,w,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
b,y,w,t,a,f,c,3.71352218773669,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
b,s,w,t,l,f,c,3.29934264632356,n,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,y,y,t,l,f,c,4.32861411080768,w,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
b,y,y,t,a,f,c,4.16022692233192,n,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,y,w,t,l,f,c,3.92982471460093,g,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
x,f,n,t,n,f,c,4.00257118291134,p,t,b,s,s,p,w,p,w,o,p,k,y,d,1,1,1,e
x,y,n,t,a,f,c,3.13338240976084,w,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
b,s,y,t,l,f,c,4.57421013685922,n,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,y,n,t,l,f,c,3.78388885056488,n,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
x,s,w,t,a,f,c,4.02068344241229,k,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
b,y,w,t,a,f,c,3.55358183732481,n,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,s,y,t,a,f,c,3.39064382958849,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,y,y,t,l,f,c,3.23840202096354,g,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,f,n,f,n,f,w,3.36791573964177,n,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,s,y,t,a,f,c,4.01599022622243,n,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
f,s,g,f,n,f,w,2.92312268622797,n,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
f,s,g,f,n,f,w,4.72630637908131,h,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,y,n,t,a,f,c,2.91097171571544,p,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
b,y,w,t,a,f,c,3.51172675017026,k,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
b,s,y,t,a,f,c,3.43738262718349,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,y,y,t,l,f,c,3.05122335473984,w,e,r,s,y,w,w,p,w,o,p,k,s,p,1,1,1,e
f,y,n,t,a,f,c,3.70066606058293,p,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
x,y,y,t,a,f,c,3.16432805279362,p,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
x,y,y,t,a,f,c,2.83643059886349,w,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,f,n,f,n,f,w,3.69327956049014,h,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
x,f,n,f,n,f,w,3.56649206503672,p,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
f,s,n,f,n,f,w,3.60463856008359,k,t,e,f,s,w,w,p,w,o,e,k,a,g,2,1,1,e
f,y,n,t,a,f,c,3.87271452265242,n,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
x,s,y,t,a,f,c,4.94807633767809,w,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,y,y,t,a,f,c,2.56756962797794,w,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
b,y,y,t,a,f,c,3.36095884954975,g,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
x,f,g,f,n,f,w,3.03544312891983,n,t,e,s,s,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,y,t,a,f,c,3.81856310553269,w,e,r,s,y,w,w,p,w,o,p,n,s,g,1,1,1,e
f,y,n,t,l,f,c,4.29350956625575,n,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
x,s,y,t,a,f,c,2.98064202130502,w,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,s,w,t,a,f,c,3.71343449931663,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,s,w,t,l,f,c,4.08336798537196,n,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
b,y,y,t,l,f,c,4.28036015864086,n,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
x,y,y,t,l,f,c,3.02206173230697,k,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
b,y,y,t,a,f,c,3.78127649174369,k,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,s,w,f,n,f,w,2.97523931265125,k,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,w,t,a,f,c,3.91074251724341,w,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,s,w,t,a,f,c,3.09243859356104,g,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
x,f,n,t,n,f,c,3.8693180663492,n,t,b,s,s,g,w,p,w,o,p,n,y,d,1,1,1,e
x,y,n,t,l,f,c,3.52462830691675,w,e,r,s,y,w,w,p,w,o,p,k,y,p,1,1,1,e
x,s,n,f,n,f,w,3.80418428792736,n,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
b,y,y,t,l,f,c,3.83441928204954,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,s,y,t,a,f,c,3.07312250865279,w,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
b,s,y,t,a,f,c,4.63185867201717,n,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,y,t,l,f,c,4.70221008512002,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
b,y,w,t,a,f,c,3.42974232177729,n,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
f,y,n,t,a,f,c,3.47765905511201,w,e,r,s,y,w,w,p,w,o,p,k,s,g,1,1,1,e
x,f,g,f,n,f,w,3.50152642994948,h,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,s,w,t,l,f,c,3.27098122585523,k,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
x,y,y,t,l,f,c,3.7178252592768,w,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
b,y,w,t,l,f,c,2.94822008906204,w,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
b,y,w,t,a,f,c,2.51466200306763,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
b,s,y,t,l,f,c,3.32068939942046,w,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,w,t,l,f,c,3.21207381360002,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,y,y,t,l,f,c,3.2995301854221,n,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,y,y,t,l,f,c,3.25863191706449,n,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
x,s,w,t,a,f,c,4.1257888223994,g,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,w,t,a,f,c,4.30660483741308,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,y,n,t,l,f,c,4.08327530759508,w,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
x,s,w,t,a,f,c,3.3222358619015,w,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,n,f,n,f,w,2.91397380154568,n,t,e,f,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,n,t,l,f,c,2.53705217596441,n,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
x,y,y,t,l,f,c,3.03884235148999,n,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
b,y,y,t,a,f,c,4.00624360463243,w,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
x,y,y,t,l,f,c,3.1732885629148,k,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
f,f,g,f,n,f,w,4.04550698281462,h,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,y,w,t,l,f,c,3.25377022306885,n,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
b,y,w,t,a,f,c,4.74389320642042,w,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
f,y,n,t,l,f,c,3.71092318608164,w,e,r,s,y,w,w,p,w,o,p,k,s,g,1,1,1,e
x,s,w,t,l,f,c,3.48316624469251,n,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
f,y,n,t,a,f,c,2.70516100389993,n,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
b,s,w,t,a,f,c,3.91165274836583,k,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
x,s,w,f,n,f,w,4.14206921862522,p,t,e,f,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,y,w,t,a,f,c,3.56693083911005,g,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,y,y,t,l,f,c,3.44845182630684,n,e,r,s,y,w,w,p,w,o,p,n,y,g,1,1,1,e
b,s,y,t,l,f,c,4.04622730308582,g,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
b,s,y,t,l,f,c,4.19600604969844,w,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
b,s,w,t,a,f,c,3.79315003967998,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,y,w,t,l,f,c,3.90155168861531,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
b,y,y,t,l,f,c,1.91840562059673,k,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
x,y,n,t,a,f,c,3.37279669769989,p,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
x,y,w,t,l,f,c,3.41867180160641,n,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,y,w,t,l,f,c,4.29577382412471,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,y,y,t,a,f,c,3.4600504172933,p,e,r,s,y,w,w,p,w,o,p,k,y,p,1,1,1,e
x,y,w,t,l,f,c,3.75136977646949,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,s,y,t,l,f,c,3.71766091971571,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,y,n,t,l,f,c,2.71522449370454,p,e,r,s,y,w,w,p,w,o,p,k,s,g,1,1,1,e
x,s,w,t,l,f,c,4.02061113642359,n,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
f,y,n,t,l,f,c,2.91154932253618,n,e,r,s,y,w,w,p,w,o,p,k,s,g,1,1,1,e
b,s,w,t,l,f,c,3.23857272977704,w,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,f,n,t,n,f,c,3.15844611733894,n,t,b,s,s,g,p,p,w,o,p,n,y,d,1,1,1,e
x,y,w,t,l,f,c,3.86150356898769,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
b,s,w,t,l,f,c,3.00056659130059,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
b,s,y,t,l,f,c,3.99415714867141,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
b,s,w,t,l,f,c,3.04837880565873,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
x,s,g,f,n,f,w,3.77439192199217,h,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
b,s,w,t,a,f,c,3.14071927499902,k,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
b,s,y,t,l,f,c,3.44086074779403,w,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
f,y,y,t,a,f,c,3.16498477151313,n,e,r,s,y,w,w,p,w,o,p,k,y,p,1,1,1,e
f,y,n,t,a,f,c,3.84257506345527,w,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
x,s,w,t,a,f,c,3.00422737137176,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
f,y,y,t,l,f,c,3.25521810336234,n,e,r,s,y,w,w,p,w,o,p,n,s,g,1,1,1,e
b,s,w,t,a,f,c,3.15156166467491,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,y,y,t,a,f,c,3.25329095671293,w,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
f,y,n,t,a,f,c,3.68132451644754,p,e,r,s,y,w,w,p,w,o,p,n,y,g,1,1,1,e
x,s,w,t,a,f,c,3.961155191156,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,s,y,t,l,f,c,3.65207270974332,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
b,y,y,t,l,f,c,3.52949069846312,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
f,y,y,t,a,f,c,2.76375185063803,w,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
x,y,y,t,l,f,c,3.98601652700441,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,y,w,t,a,f,c,3.94618248834073,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
b,y,w,t,a,f,c,2.64990806544778,w,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
b,y,y,t,l,f,c,3.73416635662274,n,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,y,y,t,a,f,c,2.60120629715621,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,y,y,t,l,f,c,3.73876760887893,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
f,y,y,t,a,f,c,3.74413487174912,p,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
x,y,w,t,l,f,c,4.21054621364089,w,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,y,n,t,l,f,c,3.88395801759766,n,e,r,s,y,w,w,p,w,o,p,k,s,p,1,1,1,e
x,y,n,t,a,f,c,3.12817624656451,n,e,r,s,y,w,w,p,w,o,p,k,s,p,1,1,1,e
f,y,n,t,l,f,c,2.67669359923052,w,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
x,y,y,t,a,f,c,2.81524841771375,w,e,r,s,y,w,w,p,w,o,p,k,s,g,1,1,1,e
b,s,y,t,a,f,c,3.83488852189759,k,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
f,f,w,f,n,f,w,3.4066216843755,h,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
f,y,n,t,a,f,c,3.88959638782049,p,e,r,s,y,w,w,p,w,o,p,n,s,g,1,1,1,e
x,y,w,t,a,f,c,3.55009778764321,n,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
b,s,y,t,l,f,c,3.82522804524121,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,s,y,t,a,f,c,3.65374762412369,w,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
b,y,y,t,a,f,c,2.35015706413532,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,s,w,t,l,f,c,3.94040058968033,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
b,s,y,t,a,f,c,3.15021922284326,w,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,y,y,t,a,f,c,3.71785539189932,w,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,s,g,f,n,f,w,2.81643091817819,p,t,e,s,s,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,n,f,n,f,w,3.27836870636623,p,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
b,y,y,t,a,f,c,3.1937994988685,k,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,f,w,f,n,f,w,2.87708402199204,h,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,y,n,t,l,f,c,2.57268073605091,n,e,r,s,y,w,w,p,w,o,p,k,y,p,1,1,1,e
b,s,y,t,a,f,c,3.29676226871966,k,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,y,w,t,l,f,c,3.57545151425807,k,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,y,y,t,a,f,c,2.93438958754404,k,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
x,s,w,t,l,f,c,3.27840373731015,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
b,s,w,t,l,f,c,3.36300185663643,n,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
f,y,y,t,a,f,c,3.92781247729062,p,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
b,s,y,t,l,f,c,4.59845196100276,w,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
f,y,n,t,a,f,c,3.9254157354371,w,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
x,s,y,t,a,f,c,3.82457046762079,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
f,y,y,t,a,f,c,3.93418196903552,w,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
x,y,n,t,a,f,c,3.45994818784656,n,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1,1,e
x,s,w,t,a,f,c,3.96318749750429,n,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
f,y,n,t,l,f,c,3.27418430658648,w,e,r,s,y,w,w,p,w,o,p,k,y,p,1,1,1,e
x,f,w,f,n,f,w,3.50699858565651,k,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
b,y,w,t,a,f,c,3.34305674210543,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,y,y,t,l,f,c,3.56049890853595,g,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,y,t,a,f,c,4.077004814745,n,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
f,f,g,f,n,f,w,2.95959628306697,p,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,y,t,a,f,c,4.1219997604224,p,e,r,s,y,w,w,p,w,o,p,k,s,g,1,1,1,e
f,f,n,f,n,f,w,3.11296205805981,n,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
x,s,w,t,a,f,c,2.8795763698471,w,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,y,y,t,l,f,c,2.03701469982701,g,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,s,y,t,a,f,c,3.92733522647362,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
x,f,g,f,n,f,w,3.24181730864235,h,t,e,f,s,w,w,p,w,o,e,n,s,g,2,1,1,e
x,y,y,t,l,f,c,3.66556887203855,p,e,r,s,y,w,w,p,w,o,p,k,s,p,1,1,1,e
x,s,y,t,l,f,c,3.02531183603177,k,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
f,y,y,t,a,f,c,3.86405006553901,p,e,r,s,y,w,w,p,w,o,p,k,y,p,1,1,1,e
x,s,w,t,l,f,c,3.19299394818461,w,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,y,y,t,a,f,c,3.89880284563722,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
b,s,y,t,a,f,c,3.58164039768841,g,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,f,w,f,n,f,w,4.05536031166337,n,t,e,f,s,w,w,p,w,o,e,k,s,g,2,1,1,e
b,s,w,t,a,f,c,2.88072133147039,w,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,y,y,t,a,f,c,3.62169327240978,g,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1,1,e
f,s,g,f,n,f,w,3.53752075034344,k,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
b,y,w,t,a,f,c,3.58486478726387,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,s,w,t,a,f,c,4.22631067050694,k,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,s,y,t,a,f,c,3.50261226479535,k,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
b,y,w,t,l,f,c,3.53184090336096,w,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,y,n,t,a,f,c,3.95313768633807,w,e,r,s,y,w,w,p,w,o,p,n,y,g,1,1,1,e
x,s,y,t,l,f,c,4.49553616359308,w,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,s,y,t,l,f,c,3.87252643853186,n,e,c,s,s,w,w,p,w,o,p,n,s,g,1,1,1,e
x,y,y,t,l,f,c,2.81905816673408,w,e,r,s,y,w,w,p,w,o,p,n,y,g,1,1,1,e
x,s,w,t,a,f,c,3.72621055673578,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
x,s,y,t,a,f,c,3.68375032331958,w,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,y,w,t,l,f,c,3.27709248500913,k,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,y,y,t,a,f,c,4.22188917417022,n,e,r,s,y,w,w,p,w,o,p,n,y,g,1,1,1,e
f,y,y,t,a,f,c,3.71878481297446,w,e,r,s,y,w,w,p,w,o,p,k,s,g,1,1,1,e
x,y,w,t,a,f,c,2.83301361967205,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1,1,1,e
x,y,w,t,a,f,c,3.26593780520846,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
x,s,g,f,n,f,w,3.79000293209602,h,t,e,s,f,w,w,p,w,o,e,k,s,g,2,1,1,e
x,y,y,t,l,f,c,3.66650312599064,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
x,s,y,t,a,f,c,4.02192116268709,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
b,s,y,t,l,f,c,3.2789312295232,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,1,1,e
b,y,w,t,l,f,c,3.51225556448356,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
x,s,g,f,n,f,w,3.95650625220644,n,t,e,s,f,w,w,p,w,o,e,n,a,g,2,1,1,e
x,y,n,t,l,f,c,3.53729125930188,w,e,r,s,y,w,w,p,w,o,p,n,y,g,1,1,1,e
f,f,w,f,n,f,w,2.94766817112307,k,t,e,f,f,w,w,p,w,o,e,n,a,g,2,1,1,e
f,y,n,t,l,f,c,2.86905863023228,n,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1,1,e
b,y,w,t,l,f,c,2.95733473500335,w,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
b,s,w,t,a,f,c,3.78062569493475,n,e,c,s,s,w,w,p,w,o,p,k,n,g,1,1,1,e
x,s,g,f,n,f,w,3.20125007638064,n,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,y,n,t,a,f,c,3.16553883486857,n,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1,1,e
x,s,w,t,l,f,c,2.66502628737697,w,e,c,s,s,w,w,p,w,o,p,k,s,m,1,1,1,e
f,s,n,f,n,f,w,3.5951271587155,h,t,e,f,s,w,w,p,w,o,e,n,a,g,2,1,1,e
x,f,g,f,n,f,w,3.74375644798132,n,t,e,s,f,w,w,p,w,o,e,n,s,g,2,1,1,e
f,s,w,f,n,f,w,3.82461823044209,p,t,e,s,f,w,w,p,w,o,e,k,a,g,2,1,1,e
x,y,y,t,l,f,c,3.29770594827973,p,e,r,s,y,w,w,p,w,o,p,k,s,g,1,1,1,e
b,s,w,t,l,f,c,3.05368487572184,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
f,f,g,f,n,f,w,3.38260703403586,p,t,e,s,s,w,w,p,w,o,e,k,a,g,2,1,1,e
b,y,w,t,l,f,c,3.08294525911063,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,1,1,e
b,s,y,t,a,f,c,4.26863024424539,n,e,c,s,s,w,w,p,w,o,p,n,n,m,1,1,1,e
